page,type,raw,translation,note
24,词组,we directly run the risk of losing money when the environment for that strategy is adverse,冒着…的风险,run a risk=承担风险（固定搭配）
24,生词,when the environment for that strategy is adverse,不利的,⚠形近：adverse 不利的 ≠ averse (to) 不情愿的
24,词组,Warren Buffett has beaten the market over the long term,跑赢大盘,beat=战胜；反义 lag the market=跑输
24,多义,this differential is a measure of his alpha,差值；差额,"名词=两者之差（收益差），不只是数学""微分"""
24,词组,His strategy was out of favor,失宠；不受市场青睐,in favor=顺风顺水；favor 此处=（市场环境的）眷顾
24,文化,as he did during the dot-com bubble of the late 1990s,互联网泡沫（1990年代末）,"dot-com=以"".com""为名的互联网公司；2000年泡沫破裂，价值投资一度失灵"
24,难句,"All successful alpha models are designed to have some edge, which allows them to anticipate the future with enough accuracy that, after allowing for being wrong at least sometimes and for the cost of trading, they can still make money.",所有成功的阿尔法模型都被设计成具备某种优势，使其能以足够的准确度预判未来——即便扣除偶尔出错和交易成本之后，仍然能赚钱。,enough accuracy that ...=足以…的准确度（that 引导结果）；after allowing for... 为插入状语，先跳过
25,术语,The two major branches of science are theoretical and empirical,实证的；经验的,"理论科学先假设""为什么""再验证；实证科学只从大量观察中找规律；empiricist=实证派"
25,生词,hypothesizing why it is the way it is,提出假说,hypothesis（假说）的动词
25,生词,"viable, controllable, long-distance airplanes",可行的；能运作的,⚠形近：viable 可行 ≠ visible 可见
25,多义,no hypothesis to rationalize the behavior in an intuitive way,给出合理解释,"此处=用道理解释通；另一义""找借口自我开脱"""
25,生词,The distinction is germane to quantitative trading,与…密切相关的；切题的,germane to（正式用语）
25,语法,is germane to quantitative trading in that there are also two kinds of quant traders,因为；就在于,in that + 从句=原因/依据（正式书面语）
25,多义,mapping human traits to the sequences of chemical base pairs,把A映射/对应到B,"map A to B=建立对应关系，不是""地图"""
25,文化,would seem sensible when explained to friends at cocktail parties,鸡尾酒会,"美式社交场合代称""随口闲聊""：指理论直白到外行一听就懂"
25,生词,sometimes derisively labeled data miners,嘲讽地,derision=嘲笑；label sb X=给某人贴标签
25,术语,Empirical scientists are sometimes derisively labeled data miners,数据挖掘（者）,量化语境常含贬义：只挖统计规律、说不出经济学道理的人
25,难句,"Empirical scientists believe that enough observations of the world can allow them to predict future patterns of behavior, even if there is no hypothesis to rationalize the behavior in an intuitive way.",实证科学家相信，只要对世界的观察足够多，就能预测未来的行为模式——即使没有任何假说能直观地解释这种行为。,主干=believe that enough observations can allow...；even if=即使（让步）
26,术语,they risk finding relationships or patterns in the data that are entirely spurious,虚假的；伪（相关）,统计核心词：看似相关实为巧合；spurious correlation=伪相关
26,生词,whether their human minds can synthesize a story to explain the data,综合归纳出,syn（合）+thesis：把零散信息合成整体解释
26,词组,Most quants you will come across are theory driven,（偶然）遇到；碰到,"come across sb=遇见；另一义""给人以…印象"""
26,生词,some economically feasible explanation of why the markets behave in a certain way,可行的；说得通的,economically feasible=经济学上站得住脚的；近义 viable
26,生词,"But this turns out, almost always, to be a delusion",错觉；妄想,自以为理论独一无二，多半是错觉；⚠ delusion（执迷的妄想）≠ illusion（感官幻觉）
26,词组,in defiance of both the presumed need for secrecy and the claims that ...,公然违抗；与…相悖,defy→defiance：不顾、顶着…
26,术语,"trend, reversion, technical sentiment, value/yield, growth, and quality",趋势、回归、技术情绪、价值/收益率、成长、质量,理论驱动阿尔法的六大类现象：前三类基于价格数据，后三类基于基本面数据
26,术语,"The first two categories of strategies, trend and mean reversion, are based on price-related data",均值回归,价格围绕中枢波动、偏离后回归的现象；与趋势跟随相对
26,词组,utilize more than one type of alpha model in conjunction,结合使用；联用,in conjunction (with)=与…配合
26,词组,we will first break them down individually,拆解；逐项分析,break down 多义：分解/故障/情绪崩溃，此处=拆开逐个讲
26,多义,information that generally comes from an exchange (such as trading volume),交易所,"不是""交换""；stock exchange=证券交易所"
26,难句,In fact—and in defiance of both the presumed need for secrecy and the claims that what quants do cannot be understood by those without doctorate degrees—most of what theory-driven quants do can be relatively easily fit into one of six classes of phenomena.,事实上——尽管量化界自以为需要保密、外界又声称没有博士学位就看不懂量化——理论驱动型量化所做的事，绝大多数都能相当容易地归入六类现象之一。,破折号插入语（in defiance of A and B）先跳过；presumed=想当然的；fit into=归入
27,生词,A Taxonomy of Theory-Driven Alpha Models,分类体系；分类学,taxis（排列）+nomy（法则）：系统化分类框架
27,多义,likely to be exploiting one of two kinds of phenomena,利用（获利）,"中性义""开发利用""；另一义""剥削"""
27,术语,We call the first idea trend following or momentum,动量（策略）,"物理""动量""→价格惯性：延续原方向运动的现象/策略"
27,生词,The economic rationale for the existence of trends,根本理由；理论依据,⚠形近：rationale（名词，理据）≠ rational（形容词，理性的）
27,生词,the idea of consensus building among market participants,共识,consensus building=共识逐步形成的过程
27,多义,The labor picture looks fine,形势；状况,"the labor picture=就业形势，不是""图片"""
27,词组,inflation is running rampant,失控蔓延；肆虐,rampant=猖獗的；run+形容词=变得/处于某状态
27,多义,trade deficits are blooming,膨胀；迅速扩大,"本义""开花""；此处反讽：赤字""越开越盛"""
27,词组,a regular state of affairs for economies and markets,事态；局面,a regular state of affairs=常态
27,多义,let's further imagine that the bears have it right,空头（看跌者）,bear=空头、bull=多头；have it right=判断对了
27,多义,as a growing mass of market participants adopts the same thesis,观点；投资判断,"此处=投资论点（investment thesis），不是""毕业论文"""
27,术语,the price of U.S. bonds may take a considerable amount of time to move to its new equilibrium,均衡（价位）,经济学概念：供需平衡对应的价格水平
27,难句,"As more and more data come out to support their thesis and as a growing mass of market participants adopts the same thesis, the price of U.S. bonds may take a considerable amount of time to move to its new equilibrium, and this slow migration from one equilibrium to the next is the core opportunity that the trend follower looks to capture.",随着越来越多的数据支持他们的判断、越来越多的市场参与者接受同一观点，美国国债价格可能要花相当长时间才能移动到新的均衡位，而这种从一个均衡到下一个均衡的缓慢迁移，正是趋势跟随者想要捕捉的核心机会。,两个 as 并列=随着…；a growing mass of=越来越多的；and this slow migration... 承接前文作总结
28,多义,It bears mentioning that there is an alternate explanation,值得一提,"bear 此处动词=值得、经得起（bear repeating/scrutiny）；与""空头/熊""义无关"
28,文化,it is affectionately known as the greater fools theory,博傻理论,"只要有""更大的傻瓜""接盘就能赚钱；the last fool=最后接棒者；affectionately=戏称"
28,术语,a great risk of trend-following strategies is whipsawing action in markets,锯齿行情；双向打脸,whipsaw 本义双人拉锯；价格快速上下反复，让追势者两头挨打
